Date,fdate,CHETURN_AR_1,CHETURN_AR_2,CHETURN_AR_3,CHETURN_AR_4,CHETURN_AR_5,CHETURN_TR_1,CHETURN_TR_2,CHETURN_TR_3,CHETURN_TR_4,CHETURN_TR_5,CHETURN_AR_Sig,CHETURN_TR_Sig,CHETURN_AR_130,CHETURN_TR_130,CHETURN_TR_BP,CHETURN_TR_LO,CHETURN_CAR_1,CHETURN_CAR_2,CHETURN_CAR_3,CHETURN_CAR_4,CHETURN_CAR_5,CHETURN_CTR_1,CHETURN_CTR_2,CHETURN_CTR_3,CHETURN_CTR_4,CHETURN_CTR_5,CHETURN_CAR_LS,CHETURN_CTR_LS,CHETURN_CAR_SW,CHETURN_CTR_SW,CHETURN_CTR_BP,CHETURN_CTR_LO,CHETURN_CXR_LO,CHETURN_CTR_13,CHETURN_CADD,CHETURN_CTDD
2013/06/30,2013/05/31,-0.01%,-0.86%,0.03%,0.24%,0.60%,-0.88%,-2.32%,-1.23%,-0.99%,-0.39%,0.50%,0.27%,0.42%,-0.28%,-1.25%,-0.36%,115,110,94,107,96,237,139,160,147,178,-18.48%,-25.66%,4.09%,12.95%,67.28%,332.5%,170.8%,349.1%,-4.57%,-6.31%
2013/07/31,2013/06/30,-1.08%,0.42%,-0.38%,0.37%,-0.58%,4.86%,5.64%,5.85%,6.11%,4.85%,-0.40%,-0.22%,-0.97%,6.43%,5.46%,6.49%,113,110,93,108,95,248,147,169,156,186,-18.08%,-25.66%,3.68%,12.70%,76.41%,360.5%,173.6%,378.0%,-4.94%,-6.51%
2013/08/31,2013/07/31,-0.75%,0.82%,-0.24%,0.03%,-1.15%,-2.94%,-1.04%,-3.19%,-4.20%,-3.73%,1.20%,1.67%,1.90%,-0.34%,-2.84%,-0.84%,112,111,93,108,94,241,146,163,149,179,-18.41%,-26.25%,4.92%,14.58%,71.40%,356.7%,179.0%,376.4%,-3.80%,-4.95%
2013/09/30,2013/08/31,-0.29%,-0.02%,0.03%,0.39%,-0.93%,3.98%,4.21%,3.80%,3.45%,3.07%,-0.05%,-0.43%,0.07%,5.30%,3.76%,5.43%,112,111,93,108,93,251,152,170,154,185,-18.93%,-26.93%,4.87%,14.09%,77.84%,381.5%,183.7%,401.6%,-3.85%,-5.36%
2013/10/31,2013/09/30,1.46%,-0.38%,0.11%,-0.95%,-0.15%,4.97%,3.75%,4.39%,3.69%,4.12%,-0.37%,-0.32%,-0.64%,2.94%,4.19%,3.04%,114,111,93,107,93,263,158,177,160,192,-20.23%,-27.55%,4.48%,13.72%,85.29%,396.1%,180.4%,416.4%,-4.20%,-5.66%
2013/11/30,2013/10/31,-1.64%,0.07%,-0.23%,1.65%,-1.10%,1.62%,3.25%,2.94%,4.72%,1.94%,0.90%,0.96%,0.33%,4.36%,2.86%,4.07%,112,111,93,109,92,267,163,182,168,196,-19.80%,-27.31%,5.42%,14.82%,90.59%,416.3%,183.8%,438.9%,-3.34%,-4.75%
2013/12/31,2013/11/30,-1.32%,0.16%,-0.05%,0.04%,0.28%,1.42%,3.05%,2.86%,2.80%,3.15%,-0.30%,-0.41%,-0.83%,1.79%,2.61%,1.91%,110,111,93,109,92,271,168,188,172,202,-18.51%,-26.06%,5.11%,14.35%,95.56%,426.2%,181.9%,448.5%,-3.63%,-5.14%
2014/01/31,2013/12/31,-1.73%,1.23%,1.71%,1.13%,-0.75%,-4.53%,-2.53%,-1.65%,-3.04%,-3.88%,-0.77%,-0.28%,1.04%,-1.57%,-3.13%,-1.49%,108,112,95,110,92,259,163,184,167,195,-17.71%,-25.58%,4.30%,14.02%,89.43%,418.3%,186.5%,439.9%,-4.37%,-5.41%
2014/02/28,2014/01/31,-0.19%,0.82%,0.06%,-0.28%,-0.47%,4.53%,5.17%,4.89%,3.95%,4.58%,-0.39%,-0.30%,-0.75%,4.23%,4.67%,4.32%,108,113,95,110,91,270,172,193,174,203,-17.94%,-25.54%,3.89%,13.68%,98.28%,440.8%,185.5%,462.8%,-4.75%,-5.69%
2014/03/31,2014/02/28,1.33%,-1.59%,0.81%,-0.61%,1.65%,1.06%,-0.94%,0.19%,1.37%,1.77%,0.42%,0.95%,0.70%,1.40%,0.51%,1.12%,110,111,96,109,93,273,170,194,176,207,-17.69%,-25.01%,4.32%,14.76%,99.29%,446.8%,187.2%,470.7%,-4.35%,-4.80%
2014/04/30,2014/03/31,1.08%,-0.61%,0.82%,-1.17%,1.61%,0.92%,-0.40%,-0.17%,-2.20%,1.42%,1.74%,1.64%,1.77%,-0.64%,-0.02%,-1.13%,111,111,96,108,94,276,170,194,172,210,-17.25%,-24.64%,6.14%,16.64%,99.24%,440.6%,184.1%,467.0%,-2.68%,-3.24%
2014/05/31,2014/04/30,0.18%,0.72%,-0.38%,1.17%,-1.44%,2.58%,2.56%,1.50%,2.19%,0.86%,0.62%,0.37%,-0.25%,0.48%,2.10%,0.37%,111,112,96,109,93,283,174,196,176,212,-18.60%,-25.94%,6.80%,17.06%,103.4%,442.6%,179.1%,469.7%,-2.08%,-2.89%
2014/06/30,2014/05/31,0.84%,-0.88%,0.19%,-1.04%,-0.56%,3.21%,2.45%,2.80%,2.37%,1.38%,0.13%,0.41%,-0.16%,4.80%,2.50%,4.68%,112,111,96,108,92,292,178,202,180,215,-19.73%,-27.30%,6.94%,17.54%,108.5%,468.0%,185.2%,497.1%,-1.95%,-2.50%
2014/07/31,2014/06/30,-1.92%,2.09%,1.28%,0.32%,-0.53%,-3.82%,-0.78%,-0.73%,-2.92%,-1.63%,0.19%,1.03%,0.14%,-3.46%,-1.95%,-3.77%,110,113,97,108,92,281,177,200,175,211,-18.61%,-25.70%,7.14%,18.76%,104.4%,446.6%,180.1%,476.4%,-1.76%,-1.49%
2014/08/31,2014/07/31,0.09%,-0.40%,0.90%,-0.63%,-0.14%,4.38%,4.19%,5.36%,3.12%,3.58%,-0.17%,-0.06%,-0.85%,3.84%,4.18%,3.86%,110,112,98,108,92,293,184,211,180,219,-18.80%,-26.30%,6.96%,18.68%,113.0%,467.7%,179.2%,498.6%,-1.94%,-1.55%
2014/09/30,2014/08/31,-0.91%,0.56%,-0.96%,3.04%,-1.08%,-3.01%,-1.87%,-1.57%,-0.88%,-2.82%,-0.12%,-0.46%,-1.14%,-5.97%,-2.09%,-5.83%,109,113,97,111,91,284,181,208,179,213,-18.94%,-26.16%,6.83%,18.13%,108.5%,434.6%,168.7%,462.9%,-2.05%,-2.00%
2014/10/31,2014/09/30,-1.11%,-2.24%,2.51%,0.43%,2.49%,1.63%,1.40%,4.69%,2.35%,4.11%,0.97%,-0.15%,-1.04%,2.70%,2.74%,2.75%,108,110,100,112,93,289,183,218,183,221,-16.02%,-24.33%,7.87%,17.95%,114.2%,449.3%,168.7%,478.1%,-1.10%,-2.16%
2014/11/30,2014/10/31,-0.11%,-0.43%,-0.20%,1.32%,0.71%,2.17%,2.62%,3.54%,1.56%,2.39%,0.39%,0.83%,-0.67%,0.55%,2.53%,0.30%,108,110,100,113,94,295,188,225,186,227,-15.32%,-24.16%,8.28%,18.93%,119.7%,451.0%,162.7%,481.3%,-0.72%,-1.34%
2014/12/31,2014/11/30,0.33%,0.50%,-0.48%,0.28%,-0.14%,0.10%,0.16%,-1.44%,1.17%,0.34%,0.35%,3.79%,-1.26%,5.16%,-0.03%,4.02%,108,111,99,113,94,296,188,222,188,227,-15.72%,-23.98%,8.66%,23.43%,119.6%,473.1%,173.4%,511.2%,-0.37%,0.00%
2015/01/31,2014/12/31,0.50%,-1.40%,1.32%,-0.84%,1.01%,-2.24%,-5.07%,-0.87%,-4.87%,-2.06%,-1.52%,-3.27%,-0.88%,-6.80%,-2.75%,-5.82%,109,109,100,112,95,289,179,220,179,223,-15.29%,-23.84%,7.00%,19.40%,113.6%,439.8%,165.0%,469.7%,-1.89%,-3.27%
2015/02/28,2015/01/31,-0.67%,0.15%,-0.89%,1.53%,-0.36%,4.49%,8.04%,5.70%,6.68%,4.21%,0.79%,-0.12%,1.34%,5.86%,5.76%,5.90%,108,109,99,114,94,302,193,233,191,232,-15.02%,-24.06%,7.85%,19.25%,125.9%,471.6%,165.3%,503.0%,-1.11%,-3.39%
2015/03/31,2015/02/28,-0.06%,-0.29%,0.03%,-0.30%,0.31%,-0.94%,-2.19%,-0.30%,-0.95%,-0.03%,0.21%,0.29%,-0.62%,-0.08%,-1.06%,-0.17%,108,109,99,114,94,299,189,232,189,232,-14.71%,-23.36%,8.08%,19.59%,123.5%,470.6%,167.7%,502.6%,-0.90%,-3.11%
2015/04/30,2015/03/31,0.96%,0.10%,0.02%,-0.85%,-0.50%,0.59%,1.69%,-0.60%,0.02%,-0.67%,0.88%,1.02%,2.31%,2.61%,0.40%,2.30%,109,109,99,113,94,301,192,231,189,230,-15.96%,-24.33%,9.03%,20.82%,124.4%,483.8%,172.8%,518.3%,-0.03%,-2.12%
2015/05/31,2015/04/30,-2.61%,0.64%,0.66%,2.06%,-0.46%,-0.70%,1.46%,2.52%,2.83%,1.19%,-0.31%,-0.88%,-1.92%,-1.63%,1.29%,-1.37%,106,110,100,115,94,299,195,236,194,233,-14.16%,-22.90%,8.69%,19.76%,127.3%,475.8%,165.6%,508.2%,-0.35%,-2.98%
2015/06/30,2015/05/31,-0.46%,-0.93%,-0.03%,1.34%,-0.43%,-2.43%,-2.40%,-1.21%,0.52%,-1.54%,2.19%,2.39%,1.16%,1.03%,-1.63%,0.31%,105,109,100,117,93,291,190,234,195,230,-14.13%,-22.22%,11.07%,22.62%,123.6%,477.6%,170.7%,514.4%,0.00%,-0.66%
2015/07/31,2015/06/30,0.28%,0.83%,-2.38%,3.64%,-0.16%,1.50%,0.81%,2.24%,2.57%,1.45%,0.52%,-0.24%,-0.93%,-4.75%,1.67%,-4.68%,106,110,98,121,93,296,192,239,200,233,-14.51%,-22.26%,11.64%,22.34%,127.3%,450.5%,153.5%,485.2%,0.00%,-0.89%
2015/08/31,2015/07/31,1.10%,0.35%,-0.60%,-0.49%,-0.35%,-4.97%,-6.20%,-7.59%,-5.58%,-5.50%,-0.71%,-1.20%,-0.95%,-4.95%,-5.98%,-4.59%,107,110,97,120,93,281,180,221,189,220,-15.75%,-22.67%,10.85%,20.87%,113.7%,425.2%,157.0%,456.2%,-0.71%,-2.08%
2015/09/30,2015/08/31,0.70%,1.96%,-1.63%,0.01%,-1.22%,-2.06%,-2.28%,-4.77%,-2.13%,-2.97%,-0.22%,-0.21%,-1.38%,-6.78%,-2.82%,-6.72%,108,112,96,120,92,275,176,210,185,214,-17.36%,-23.38%,10.61%,20.61%,107.7%,389.9%,147.0%,418.5%,-0.93%,-2.28%
2015/10/31,2015/09/30,-0.23%,0.90%,0.51%,-0.44%,0.08%,7.23%,9.86%,8.33%,5.50%,6.28%,-0.11%,-0.23%,-2.21%,4.76%,7.68%,4.83%,107,113,96,120,92,295,193,228,195,227,-17.11%,-24.11%,10.49%,20.34%,123.6%,413.6%,140.0%,443.2%,-1.03%,-2.51%
2015/11/30,2015/10/31,-0.09%,0.72%,-0.18%,0.39%,-0.90%,0.23%,0.78%,0.58%,1.90%,-0.41%,1.79%,2.85%,-0.60%,3.19%,0.55%,2.33%,107,114,96,120,91,296,195,229,199,226,-17.77%,-24.60%,12.47%,23.77%,124.8%,425.5%,144.2%,460.5%,0.00%,0.00%
2015/12/31,2015/11/30,-0.16%,0.57%,-1.34%,0.40%,-0.23%,-1.98%,-1.62%,-2.76%,-2.34%,-1.73%,-1.77%,-2.24%,-2.20%,-7.21%,-2.07%,-6.54%,107,115,95,121,91,290,192,223,194,222,-17.83%,-24.41%,10.48%,21.00%,120.2%,391.2%,133.3%,420.1%,-1.77%,-2.24%
2016/01/31,2015/12/31,0.78%,-0.93%,-0.84%,-1.91%,2.60%,-4.25%,-7.53%,-7.52%,-6.51%,-2.05%,0.81%,1.11%,-0.11%,-7.24%,-5.64%,-7.57%,108,113,94,118,93,278,177,206,182,218,-16.34%,-22.74%,11.37%,22.35%,107.8%,354.0%,128.8%,382.4%,-0.98%,-1.15%
2016/02/29,2016/01/31,0.74%,-1.47%,0.12%,-1.15%,2.49%,0.14%,-0.94%,0.22%,-1.51%,1.64%,1.97%,1.55%,1.80%,2.24%,-0.05%,1.78%,109,112,94,117,95,278,175,206,179,221,-14.88%,-21.58%,13.56%,24.24%,107.6%,362.0%,133.0%,393.2%,0.00%,0.00%
2016/03/31,2016/02/29,1.66%,-0.73%,-0.26%,0.46%,1.80%,7.54%,7.32%,7.03%,6.35%,7.15%,1.07%,1.03%,2.77%,11.38%,7.08%,11.07%,111,111,94,118,97,299,188,221,190,237,-14.75%,-21.88%,14.78%,25.52%,122.4%,413.2%,142.3%,449.4%,0.00%,0.00%
2016/04/30,2016/03/31,1.00%,-2.14%,-0.56%,2.66%,0.34%,1.83%,-1.13%,-0.53%,3.11%,1.04%,1.90%,2.76%,2.96%,7.15%,0.81%,6.32%,112,109,93,121,97,305,186,220,196,239,-15.32%,-22.50%,16.96%,28.99%,124.2%,445.6%,155.6%,488.6%,0.00%,0.00%
2016/05/31,2016/04/30,-1.70%,0.48%,1.17%,-0.03%,0.25%,-0.14%,2.61%,3.45%,1.66%,1.80%,0.36%,0.25%,-1.29%,-0.55%,1.79%,-0.62%,110,109,94,121,98,304,191,227,200,244,-13.67%,-21.00%,17.38%,29.30%,128.2%,442.2%,149.5%,485.4%,0.00%,0.00%
2016/06/30,2016/05/31,2.36%,-1.55%,-0.36%,-1.60%,1.91%,2.17%,-1.46%,-0.17%,-1.18%,2.00%,1.21%,1.36%,2.80%,2.76%,0.26%,2.36%,112,107,94,119,99,311,188,227,197,249,-14.05%,-21.14%,18.80%,31.06%,128.8%,455.0%,154.7%,501.6%,0.00%,0.00%
2016/07/31,2016/06/30,-1.11%,0.96%,1.94%,-0.07%,-0.85%,2.23%,5.88%,5.81%,3.57%,2.19%,-0.07%,-0.60%,-1.06%,4.86%,3.96%,5.04%,111,108,96,119,99,318,199,240,204,254,-13.83%,-21.18%,18.72%,30.27%,137.9%,483.0%,157.4%,530.8%,-0.07%,-0.60%
2016/08/31,2016/07/31,-0.93%,2.05%,0.23%,0.56%,-2.08%,-0.24%,1.79%,0.09%,0.95%,-1.31%,-2.32%,-1.55%,-3.81%,-0.39%,0.32%,0.08%,110,111,96,119,97,317,203,240,206,251,-14.81%,-22.02%,15.96%,28.24%,138.6%,483.4%,156.8%,528.3%,-2.39%,-2.15%
2016/09/30,2016/08/31,0.55%,0.13%,-0.08%,-1.14%,-0.46%,0.41%,0.72%,0.58%,-0.72%,-0.36%,0.08%,0.62%,-0.43%,1.95%,0.19%,1.77%,111,111,96,118,96,318,204,242,205,250,-15.67%,-22.63%,16.05%,29.04%,139.1%,493.7%,160.9%,540.6%,-2.31%,-1.54%
2016/10/31,2016/09/30,-1.39%,2.86%,-0.54%,0.62%,-1.55%,-2.35%,-0.33%,-3.71%,-1.15%,-2.86%,-0.44%,0.25%,-0.98%,-4.57%,-2.12%,-4.65%,109,114,95,119,95,311,204,233,202,243,-15.81%,-23.02%,15.54%,29.36%,134.0%,466.1%,154.3%,511.3%,-2.74%,-1.30%
2016/11/30,2016/10/31,-0.50%,-0.50%,1.38%,1.17%,1.04%,3.90%,2.91%,3.95%,9.09%,4.31%,-0.22%,1.66%,-1.44%,10.79%,4.59%,10.29%,109,113,97,120,96,323,210,242,221,253,-14.52%,-22.71%,15.29%,31.50%,144.7%,524.4%,168.8%,577.3%,-2.95%,0.00%
2016/12/31,2016/11/30,-0.67%,-0.56%,0.61%,0.57%,1.19%,1.05%,0.94%,1.76%,3.77%,2.80%,0.40%,1.30%,0.42%,3.61%,1.94%,3.22%,108,113,97,121,97,326,212,246,229,260,-12.92%,-21.36%,15.76%,33.21%,149.5%,544.5%,172.2%,601.8%,-2.56%,0.00%
2017/01/31,2016/12/31,-0.20%,0.53%,-0.82%,0.88%,-0.91%,1.74%,3.42%,1.87%,1.42%,0.54%,-1.67%,-2.41%,-1.87%,-1.55%,1.89%,-0.83%,108,113,96,122,96,332,219,251,232,262,-13.54%,-22.31%,13.82%,30.00%,154.2%,539.2%,164.8%,590.9%,-4.19%,-2.41%
2017/02/28,2017/01/31,-0.63%,-1.29%,1.31%,1.69%,-0.59%,2.69%,3.68%,5.11%,4.45%,2.15%,-1.12%,-1.51%,-2.48%,-1.03%,3.64%,-0.58%,107,112,98,124,95,341,227,264,243,267,-13.51%,-22.72%,12.54%,28.04%,163.5%,535.5%,153.7%,583.8%,-5.27%,-3.88%
2017/03/31,2017/02/28,-0.28%,0.63%,-0.68%,-0.15%,0.05%,0.12%,1.34%,0.52%,-1.38%,-0.00%,0.06%,-0.25%,-0.29%,0.29%,0.13%,0.37%,107,113,97,124,95,341,230,265,239,267,-13.23%,-22.82%,12.61%,27.71%,163.8%,537.9%,154.2%,585.8%,-5.21%,-4.13%
2017/04/30,2017/03/31,0.42%,0.49%,-1.22%,-0.06%,0.02%,1.56%,1.86%,0.57%,0.46%,1.00%,-0.29%,-0.08%,-0.95%,0.91%,1.11%,0.94%,107,113,96,124,95,347,234,266,240,270,-13.57%,-23.25%,12.28%,27.61%,166.7%,543.8%,153.8%,592.0%,-5.48%,-4.21%
2017/05/31,2017/04/30,0.28%,-0.12%,-0.84%,-0.18%,-0.20%,1.50%,1.96%,1.07%,-0.29%,0.81%,-1.15%,-1.73%,-2.13%,-3.99%,1.06%,-3.47%,107,113,95,123,95,352,239,269,240,272,-13.99%,-23.78%,11.00%,25.40%,169.6%,521.5%,142.3%,564.4%,-6.57%,-5.87%
2017/06/30,2017/05/31,-0.73%,-0.04%,0.08%,1.94%,-0.41%,-0.34%,0.50%,0.77%,3.34%,0.39%,-0.60%,-0.79%,-0.80%,1.59%,0.90%,1.82%,107,113,95,126,95,351,240,271,248,273,-13.71%,-23.23%,10.33%,24.41%,172.0%,532.8%,144.5%,574.9%,-7.12%,-6.61%
2017/07/31,2017/06/30,-1.36%,1.31%,0.87%,-0.99%,-0.07%,0.49%,3.43%,2.86%,1.28%,1.72%,-1.18%,-1.33%,-1.89%,-1.69%,1.93%,-1.29%,105,115,96,125,95,352,248,279,251,278,-12.60%,-22.29%,9.04%,22.75%,177.2%,524.7%,136.7%,563.6%,-8.22%,-7.85%
2017/08/31,2017/07/31,-1.58%,0.44%,1.65%,-0.07%,-0.69%,-1.07%,0.61%,2.18%,-0.15%,0.05%,-0.68%,-1.04%,-1.15%,-3.27%,0.26%,-2.96%,104,115,98,125,94,349,250,285,250,278,-11.83%,-21.42%,8.30%,21.48%,177.9%,506.2%,129.1%,541.8%,-8.84%,-8.81%
2017/09/30,2017/08/31,0.85%,-0.11%,-0.82%,-0.13%,-0.46%,2.38%,1.71%,2.66%,3.80%,1.99%,-0.22%,0.25%,0.18%,6.97%,2.47%,6.89%,104,115,97,124,94,357,254,293,260,283,-12.99%,-21.73%,8.06%,21.79%,184.8%,548.0%,139.2%,586.6%,-9.04%,-8.58%
2017/10/31,2017/09/30,-0.37%,2.01%,-2.18%,-0.63%,-1.39%,1.47%,4.45%,0.08%,2.60%,1.05%,-0.55%,-0.51%,-0.95%,-0.96%,2.24%,-0.81%,104,117,95,124,92,362,265,293,267,286,-13.87%,-22.06%,7.47%,21.17%,191.2%,542.7%,131.9%,580.0%,-9.54%,-9.04%
2017/11/30,2017/10/31,2.30%,-2.64%,-0.32%,0.40%,0.57%,5.10%,1.36%,3.09%,3.62%,3.20%,0.55%,0.23%,2.02%,4.30%,3.22%,4.24%,106,114,94,124,93,381,269,302,276,296,-15.37%,-23.54%,8.06%,21.45%,200.6%,570.0%,134.3%,609.3%,-9.04%,-8.83%
2017/12/31,2017/11/30,1.20%,-0.97%,-0.88%,0.14%,0.11%,2.38%,0.60%,0.24%,1.21%,0.87%,0.21%,0.01%,1.43%,2.01%,1.10%,2.01%,108,113,94,124,93,390,270,303,280,298,-16.29%,-24.70%,8.29%,21.47%,203.8%,583.4%,136.4%,623.5%,-8.85%,-8.82%
2018/01/31,2017/12/31,-0.05%,0.07%,-1.62%,-0.70%,-0.53%,5.00%,6.40%,4.83%,5.46%,4.78%,0.31%,0.06%,0.32%,1.88%,5.34%,1.87%,108,113,92,123,92,409,288,318,295,312,-16.70%,-24.86%,8.63%,21.53%,220.1%,596.2%,128.2%,637.1%,-8.56%,-8.77%
2018/02/28,2018/01/31,-0.71%,1.40%,2.31%,-0.92%,-3.41%,-4.43%,-2.38%,-1.58%,-4.28%,-6.34%,-0.36%,-0.83%,-1.34%,-5.64%,-3.65%,-5.39%,107,115,94,122,89,391,281,312,282,293,-18.95%,-26.30%,8.24%,20.53%,208.4%,558.6%,124.2%,595.6%,-8.89%,-9.52%
2018/03/31,2018/02/28,1.26%,-0.20%,0.51%,-0.31%,0.54%,-1.32%,-3.04%,-1.02%,-2.56%,-1.64%,0.65%,1.86%,1.07%,3.57%,-1.98%,3.01%,108,114,95,122,90,386,272,309,275,288,-19.54%,-26.53%,8.94%,22.77%,202.3%,578.4%,135.4%,620.4%,-8.29%,-7.84%
2018/04/30,2018/03/31,0.77%,0.02%,-1.27%,0.14%,0.11%,0.98%,0.20%,-0.61%,1.03%,0.56%,0.31%,0.53%,0.50%,1.75%,0.43%,1.59%,109,114,93,122,90,390,273,307,278,289,-20.07%,-26.84%,9.28%,23.43%,203.6%,589.2%,138.1%,633.0%,-8.01%,-7.34%
2018/05/31,2018/04/30,-0.21%,2.91%,-2.88%,-1.73%,-1.01%,1.85%,5.92%,2.23%,1.31%,1.18%,-0.72%,-1.64%,-0.76%,2.84%,2.78%,3.33%,109,118,91,120,89,397,289,314,282,293,-20.71%,-27.34%,8.49%,21.40%,212.0%,612.2%,139.4%,653.8%,-8.68%,-8.86%
2018/06/30,2018/05/31,0.53%,-1.12%,-1.14%,1.21%,1.67%,1.31%,0.16%,0.02%,0.53%,2.04%,0.76%,0.30%,0.53%,2.42%,0.75%,2.33%,109,116,90,121,90,402,290,314,283,299,-19.80%,-26.81%,9.32%,21.77%,214.4%,628.8%,143.2%,672.1%,-7.98%,-8.59%
2018/07/31,2018/06/30,-0.29%,-1.25%,0.70%,0.83%,0.48%,3.14%,2.25%,3.78%,4.65%,3.43%,-0.11%,0.32%,-1.56%,1.06%,3.27%,0.97%,109,115,90,122,91,415,296,326,296,309,-19.19%,-26.59%,9.20%,22.15%,224.7%,635.8%,137.6%,680.3%,-8.08%,-8.30%
2018/08/31,2018/07/31,-0.73%,1.01%,-1.34%,0.29%,-0.40%,1.96%,6.18%,3.47%,2.71%,2.66%,0.95%,-0.63%,2.00%,2.41%,3.55%,2.60%,108,116,89,123,90,423,314,338,304,317,-18.93%,-26.08%,10.25%,21.39%,236.2%,655.0%,135.3%,699.1%,-7.20%,-8.88%
2018/09/30,2018/08/31,0.49%,-0.96%,0.50%,-0.47%,0.17%,0.84%,-0.20%,0.74%,-1.52%,0.31%,-0.28%,0.19%,-0.34%,-0.66%,0.10%,-0.72%,109,115,90,122,91,426,314,340,300,318,-19.18%,-26.47%,9.93%,21.61%,236.6%,649.5%,133.4%,693.8%,-7.46%,-8.71%
2018/10/31,2018/09/30,-0.96%,2.14%,1.18%,1.01%,0.93%,-7.71%,-7.68%,-7.76%,-6.82%,-5.51%,-0.80%,-0.08%,-1.48%,-9.55%,-7.27%,-9.53%,108,118,91,123,91,394,290,314,279,301,-17.66%,-24.85%,9.05%,21.51%,212.1%,578.1%,128.1%,618.0%,-8.21%,-8.78%
2018/11/30,2018/10/31,0.58%,-3.62%,2.77%,1.84%,1.83%,2.56%,-1.84%,4.51%,4.02%,3.52%,-0.21%,-0.08%,-3.10%,-1.42%,1.99%,-1.40%,108,113,93,126,93,404,284,328,290,311,-16.63%,-24.14%,8.82%,21.42%,218.3%,568.6%,120.4%,607.7%,-8.40%,-8.85%
2018/12/31,2018/11/30,-0.94%,0.39%,0.53%,1.19%,-1.13%,-9.34%,-8.21%,-9.23%,-10.96%,-9.47%,-1.29%,-1.86%,-4.17%,-14.97%,-9.28%,-14.41%,107,114,94,127,92,366,261,297,259,282,-16.79%,-24.24%,7.41%,19.16%,188.8%,472.3%,109.1%,501.8%,-9.58%,-10.55%
2019/01/31,2018/12/31,-0.47%,1.76%,-2.84%,0.66%,0.24%,8.71%,8.72%,7.53%,10.41%,8.37%,0.00%,0.76%,0.94%,14.34%,8.72%,14.11%,107,116,91,128,92,398,284,320,286,305,-16.20%,-24.50%,7.41%,20.06%,214.0%,553.1%,120.4%,588.1%,-9.58%,-9.87%
2019/02/28,2019/01/31,-0.89%,-0.18%,-0.13%,1.66%,-0.85%,2.38%,4.61%,3.95%,3.88%,2.43%,0.55%,-0.21%,0.19%,4.10%,3.43%,4.16%,106,116,91,130,92,407,297,333,297,313,-16.16%,-24.46%,8.01%,19.81%,224.7%,580.2%,122.0%,616.3%,-9.09%,-10.06%
2019/03/31,2019/02/28,1.05%,-1.09%,-0.08%,-0.96%,0.08%,2.43%,1.54%,2.32%,-1.60%,1.19%,-0.78%,-1.68%,-0.15%,-2.94%,1.41%,-2.44%,107,114,91,129,92,417,301,340,292,317,-16.97%,-25.39%,7.16%,17.80%,229.3%,563.6%,113.4%,595.2%,-9.80%,-11.57%
2019/04/30,2019/03/31,-0.89%,3.03%,-1.80%,0.47%,-2.31%,3.25%,7.06%,1.22%,6.21%,1.83%,-1.38%,-0.97%,-3.04%,0.81%,4.02%,1.10%,106,118,89,129,89,431,323,344,310,322,-18.15%,-26.45%,5.68%,16.66%,242.5%,571.0%,107.2%,600.9%,-11.04%,-12.43%
2019/05/31,2019/04/30,-0.20%,-0.66%,-1.76%,3.60%,1.94%,-7.07%,-7.25%,-6.85%,-5.42%,-4.66%,0.58%,-0.33%,0.42%,-9.71%,-6.47%,-9.61%,106,117,88,134,91,400,299,321,293,307,-16.39%,-24.68%,6.30%,16.27%,220.4%,506.5%,100.7%,532.8%,-10.52%,-12.72%
2019/06/30,2019/05/31,-0.22%,-0.87%,1.07%,-0.26%,-0.85%,6.62%,7.21%,8.53%,6.05%,5.71%,-0.12%,-0.10%,-2.56%,5.22%,6.83%,5.25%,106,116,88,134,90,427,321,348,311,325,-16.92%,-25.36%,6.18%,16.15%,242.2%,538.3%,97.56%,565.9%,-10.63%,-12.81%
2019/07/31,2019/06/30,-0.17%,0.66%,0.42%,-0.59%,0.46%,0.82%,2.62%,0.97%,0.90%,1.68%,-0.34%,-0.58%,-0.15%,-1.51%,1.45%,-1.34%,105,117,89,133,91,430,329,352,314,330,-16.40%,-24.72%,5.81%,15.47%,247.2%,529.8%,92.05%,555.8%,-10.93%,-13.32%
2019/08/31,2019/07/31,-0.15%,-0.84%,-0.74%,0.68%,1.69%,-2.90%,-1.88%,-1.52%,-3.06%,-0.23%,3.20%,2.43%,3.83%,-3.16%,-2.11%,-3.89%,105,116,88,134,92,418,323,346,304,330,-14.87%,-22.71%,9.20%,18.28%,239.9%,505.3%,88.63%,535.1%,-8.08%,-11.21%
2019/09/30,2019/08/31,0.50%,1.69%,1.49%,-0.85%,0.25%,2.15%,0.85%,1.69%,2.40%,1.77%,-1.05%,-0.43%,-0.09%,2.96%,1.76%,3.09%,106,118,90,133,93,427,326,352,311,335,-15.07%,-23.00%,8.06%,17.76%,245.8%,524.0%,91.14%,553.9%,-9.04%,-11.60%
2019/10/31,2019/09/30,-1.79%,-0.74%,1.38%,1.60%,0.12%,0.45%,2.12%,4.01%,3.08%,2.06%,0.22%,-0.52%,-2.59%,-1.27%,2.20%,-1.12%,104,117,91,135,93,429,333,366,321,342,-13.45%,-21.76%,8.29%,17.15%,253.4%,517.0%,84.81%,545.5%,-8.84%,-12.06%
